,ID,이름,생일,팀,시즌,포지션,나이,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR+,연봉(만원),연차
4052,588,황윤성,1974-03-14,현,2000,1B,27,23.0,60.0,52.0,9.0,11.0,5.0,1.0,1.0,21.0,5.0,1.0,0.0,4.0,3.0,0.0,18.0,0.0,0.0,1.0,0.212,0.3,0.404,0.7040000000000001,0.313,80.9,0.07,1800.0,9.0
4054,855,김혜겸,1985-01-05,두,2007,RF,23,8.0,6.0,5.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.4,0.5,0.4,0.9,0.442,180.0,0.07,2000.0,3.0
4055,467,오윤석,1992-02-24,롯,2015,2B,24,29.0,36.0,33.0,7.0,9.0,1.0,0.0,1.0,13.0,3.0,0.0,0.0,2.0,0.0,0.0,8.0,2.0,1.0,0.0,0.273,0.314,0.394,0.708,0.311,75.6,0.07,2700.0,1.0
4057,856,오선우,1996-12-13,K,2020,RF,25,59.0,73.0,67.0,11.0,16.0,0.0,0.0,4.0,28.0,14.0,0.0,0.0,3.0,3.0,0.0,26.0,2.0,0.0,0.0,0.239,0.301,0.418,0.7190000000000001,0.324,84.0,0.07,3000.0,2.0
4059,857,신용수,1996-01-05,롯,2020,RF,25,5.0,8.0,7.0,2.0,3.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.429,0.5,0.429,0.929,0.445,165.6,0.07,2900.0,2.0
4064,476,김정민,1970-03-15,L,2003,C,34,9.0,9.0,9.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.444,0.778,0.35100000000000003,109.2,0.07,6300.0,11.0
4065,65,김응국,1966-01-14,롯,2003,LF,38,51.0,156.0,140.0,18.0,33.0,5.0,1.0,4.0,52.0,14.0,2.0,2.0,12.0,2.0,1.0,22.0,6.0,2.0,0.0,0.236,0.305,0.371,0.677,0.303,75.4,0.07,12000.0,16.0
4070,496,박종윤,1982-04-11,롯,2011,1B,30,111.0,162.0,149.0,24.0,42.0,7.0,0.0,2.0,55.0,29.0,3.0,2.0,7.0,0.0,1.0,27.0,3.0,2.0,4.0,0.282,0.306,0.369,0.675,0.307,80.8,0.07,6500.0,10.0
4071,495,추승우,1979-09-24,한,2014,CF,36,9.0,10.0,6.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.16699999999999998,0.5,0.16699999999999998,0.667,0.392,119.9,0.07,6000.0,13.0
4073,654,최만호,1974-03-04,현,1999,RF,26,48.0,70.0,63.0,11.0,15.0,2.0,0.0,3.0,26.0,7.0,3.0,0.0,4.0,1.0,0.0,22.0,1.0,2.0,0.0,0.238,0.294,0.413,0.7070000000000001,0.301,70.7,0.07,2200.0,3.0
4075,614,이정식,1981-11-02,삼,2013,C,33,11.0,17.0,17.0,3.0,4.0,0.0,0.0,1.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.235,0.235,0.412,0.647,0.29100000000000004,64.9,0.07,5500.0,10.0
4077,610,김민하,1989-02-25,롯,2014,LF,26,55.0,98.0,94.0,23.0,25.0,8.0,0.0,2.0,39.0,7.0,3.0,1.0,2.0,1.0,0.0,34.0,0.0,1.0,0.0,0.266,0.289,0.415,0.7040000000000001,0.308,67.5,0.07,2400.0,4.0
4081,476,김정민,1970-03-15,L,2004,C,35,61.0,105.0,97.0,10.0,26.0,3.0,0.0,1.0,32.0,15.0,0.0,1.0,1.0,1.0,0.0,23.0,1.0,3.0,3.0,0.268,0.275,0.33,0.604,0.269,50.7,0.07,6300.0,12.0
4085,552,심광호,1977-08-01,한,1999,C,23,24.0,22.0,20.0,3.0,3.0,1.0,0.0,2.0,10.0,7.0,0.0,0.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0,0.15,0.227,0.5,0.727,0.29600000000000004,68.5,0.07,1900.0,3.0
4088,862,이준호,1987-09-07,K,2012,LF,26,113.0,295.0,255.0,25.0,58.0,12.0,4.0,0.0,78.0,21.0,4.0,4.0,29.0,0.0,0.0,48.0,5.0,8.0,3.0,0.227,0.303,0.306,0.609,0.285,72.0,0.06,2600.0,2.0
4090,168,김강민,1982-09-13,S,2003,2B,22,2.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.466,0.0,0.06,1800.0,2.0
4091,791,황성기,1977-06-09,해,1999,C,23,4.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.462,0.0,0.06,1600.0,4.0
4092,687,김다원,1985-09-17,K,2015,LF,31,108.0,274.0,245.0,31.0,60.0,9.0,0.0,5.0,84.0,30.0,1.0,0.0,15.0,12.0,0.0,67.0,8.0,0.0,2.0,0.245,0.318,0.343,0.66,0.307,0.0,0.06,7000.0,6.0
4097,263,김종석,1971-02-28,두,1999,1B,29,14.0,25.0,20.0,4.0,4.0,1.0,0.0,1.0,8.0,2.0,0.0,0.0,5.0,0.0,0.0,6.0,1.0,0.0,0.0,0.2,0.36,0.4,0.76,0.345,0.0,0.06,4200.0,11.0
4098,237,모창민,1985-05-08,S,2012,1B,28,15.0,36.0,32.0,7.0,8.0,2.0,0.0,1.0,13.0,2.0,2.0,1.0,2.0,0.0,0.0,7.0,0.0,2.0,0.0,0.25,0.294,0.406,0.7,0.308,0.0,0.06,4200.0,5.0
4099,625,허도환,1984-07-31,한,2017,C,34,30.0,49.0,40.0,4.0,9.0,3.0,0.0,1.0,15.0,4.0,0.0,0.0,4.0,2.0,0.0,10.0,2.0,3.0,0.0,0.225,0.326,0.375,0.701,0.301,0.0,0.06,7800.0,11.0
4100,476,김정민,1970-03-15,L,1999,C,30,55.0,117.0,103.0,11.0,24.0,5.0,1.0,1.0,34.0,9.0,0.0,0.0,8.0,0.0,0.0,22.0,1.0,5.0,1.0,0.233,0.28600000000000003,0.33,0.616,0.267,0.0,0.06,3500.0,7.0
4105,867,박지규,1991-10-12,L,2019,2B,29,10.0,18.0,11.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,0.0,7.0,0.0,1.0,0.0,0.091,0.412,0.091,0.503,0.29600000000000004,0.0,0.06,5000.0,5.0
4107,868,백동훈,1990-09-16,두,2018,RF,29,23.0,34.0,27.0,7.0,6.0,2.0,0.0,1.0,11.0,4.0,0.0,0.0,5.0,1.0,0.0,11.0,1.0,0.0,1.0,0.222,0.353,0.407,0.76,0.338,0.0,0.06,3000.0,6.0
4110,455,양석환,1991-07-15,L,2016,1B,26,80.0,215.0,203.0,24.0,56.0,10.0,1.0,6.0,86.0,37.0,3.0,0.0,6.0,1.0,0.0,48.0,1.0,3.0,2.0,0.276,0.297,0.424,0.721,0.315,0.0,0.06,7000.0,2.0
4112,53,장성호,1977-10-18,한,2010,1B,34,74.0,279.0,237.0,34.0,58.0,8.0,0.0,4.0,78.0,29.0,0.0,2.0,35.0,2.0,1.0,35.0,9.0,3.0,2.0,0.245,0.344,0.329,0.6729999999999999,0.317,0.0,0.06,55000.0,15.0
4113,294,김종호,1984-05-31,N,2014,LF,31,113.0,347.0,317.0,58.0,83.0,11.0,4.0,2.0,108.0,25.0,22.0,7.0,19.0,6.0,0.0,55.0,4.0,5.0,0.0,0.262,0.316,0.341,0.657,0.302,0.0,0.06,9000.0,4.0
4114,811,허일,1992-11-20,롯,2018,RF,27,9.0,15.0,14.0,1.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.35700000000000004,0.4,0.35700000000000004,0.757,0.355,0.0,0.06,2700.0,8.0
4116,61,조성환,1976-12-23,롯,2002,2B,27,104.0,293.0,255.0,38.0,60.0,14.0,0.0,0.0,74.0,21.0,10.0,5.0,18.0,7.0,0.0,42.0,2.0,10.0,3.0,0.235,0.3,0.29,0.591,0.266,0.0,0.06,2800.0,4.0
4118,504,문규현,1983-07-05,롯,2017,SS,35,110.0,337.0,304.0,38.0,82.0,15.0,2.0,6.0,119.0,42.0,2.0,1.0,10.0,2.0,1.0,42.0,10.0,18.0,3.0,0.27,0.295,0.391,0.6859999999999999,0.28600000000000003,0.0,0.06,12000.0,16.0
4119,294,김종호,1984-05-31,삼,2012,LF,29,22.0,14.0,12.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.25,0.35700000000000004,0.25,0.607,0.31,0.0,0.06,2800.0,2.0
4120,770,전현태,1986-07-09,한,2013,2B,28,21.0,39.0,33.0,4.0,5.0,1.0,1.0,1.0,11.0,3.0,0.0,0.0,4.0,2.0,0.0,14.0,0.0,0.0,0.0,0.152,0.282,0.333,0.615,0.293,0.0,0.06,3500.0,9.0
4121,870,서예일,1993-06-19,두,2020,3B,28,39.0,29.0,25.0,4.0,6.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,1.0,0.24,0.31,0.32,0.63,0.295,0.0,0.06,3200.0,5.0
4125,874,유서준,1995-12-04,S,2020,SS,26,28.0,25.0,24.0,10.0,6.0,1.0,0.0,1.0,10.0,2.0,1.0,1.0,1.0,0.0,0.0,7.0,2.0,0.0,0.0,0.25,0.28,0.417,0.6970000000000001,0.31,0.0,0.06,3100.0,6.0
4127,827,홍재호,1987-05-10,K,2011,3B,25,31.0,53.0,47.0,6.0,10.0,1.0,0.0,1.0,14.0,3.0,1.0,0.0,4.0,1.0,0.0,13.0,0.0,1.0,0.0,0.213,0.289,0.298,0.586,0.278,0.0,0.06,2600.0,2.0
4129,614,이정식,1981-11-02,삼,2015,C,35,5.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,0.4,0.8,0.374,0.0,0.06,4500.0,12.0
4135,140,홍세완,1978-01-16,K,2009,DH,32,74.0,257.0,218.0,26.0,57.0,8.0,0.0,5.0,80.0,27.0,2.0,2.0,30.0,5.0,2.0,39.0,5.0,3.0,1.0,0.261,0.362,0.3670000000000001,0.7290000000000001,0.335,0.0,0.06,6000.0,10.0
4141,748,권정웅,1992-11-15,삼,2016,C,25,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.944,0.0,0.06,2700.0,1.0
4142,878,조윤준,1989-08-30,L,2016,C,28,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.944,0.0,0.05,3000.0,5.0
4143,655,강명구,1980-10-25,삼,2006,RF,27,91.0,24.0,19.0,22.0,1.0,0.0,0.0,0.0,1.0,1.0,21.0,6.0,4.0,1.0,0.0,6.0,0.0,0.0,0.0,0.053,0.25,0.053,0.303,0.189,0.0,0.05,3800.0,4.0
4144,809,허일상,1979-12-21,S,2009,C,31,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.936,0.0,0.05,2800.0,8.0
4145,879,이송영,1979-01-17,한,2004,C,26,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.945,0.0,0.05,1800.0,4.0
4146,557,정주현,1990-10-13,L,2020,2B,31,134.0,371.0,328.0,50.0,81.0,10.0,4.0,4.0,111.0,30.0,8.0,7.0,29.0,3.0,0.0,63.0,6.0,9.0,2.0,0.247,0.312,0.338,0.6509999999999999,0.297,0.0,0.05,12500.0,12.0
4147,320,이창진,1991-03-04,롯,2014,3B,24,4.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,1.5,0.632,0.0,0.05,2400.0,1.0
4151,881,김주성,1998-01-30,L,2017,3B,20,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.927,0.0,0.05,2700.0,1.0
4152,614,이정식,1981-11-02,삼,2011,C,31,8.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.4,0.4,0.4,0.8,0.382,0.0,0.05,7000.0,8.0
4155,570,문선재,1990-05-20,L,2017,LF,28,35.0,107.0,92.0,17.0,24.0,6.0,1.0,2.0,38.0,14.0,0.0,3.0,10.0,1.0,0.0,24.0,0.0,2.0,2.0,0.261,0.333,0.413,0.746,0.326,0.0,0.05,8000.0,8.0
4156,55,조인성,1975-05-25,한,2015,C,41,106.0,310.0,276.0,33.0,64.0,11.0,0.0,11.0,108.0,44.0,0.0,0.0,16.0,6.0,0.0,89.0,5.0,11.0,1.0,0.232,0.28800000000000003,0.391,0.679,0.293,0.0,0.05,40000.0,18.0
4158,669,황대인,1996-02-10,K,2015,3B,20,22.0,44.0,44.0,3.0,12.0,2.0,0.0,2.0,20.0,7.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,0.0,0.0,0.273,0.273,0.455,0.727,0.315,0.0,0.05,3000.0,1.0
4159,318,김문호,1987-06-22,롯,2007,RF,21,27.0,46.0,41.0,5.0,10.0,0.0,0.0,1.0,13.0,6.0,0.0,1.0,3.0,2.0,0.0,15.0,0.0,0.0,0.0,0.244,0.326,0.317,0.643,0.312,0.0,0.05,2300.0,2.0
4160,84,이진영,1980-06-15,k,2017,DH,38,102.0,284.0,262.0,28.0,76.0,26.0,1.0,2.0,110.0,31.0,0.0,0.0,17.0,1.0,1.0,33.0,3.0,4.0,0.0,0.29,0.336,0.42,0.7559999999999999,0.332,0.0,0.05,40000.0,19.0
4161,631,차화준,1986-03-20,히,2008,2B,23,3.0,9.0,8.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.25,0.333,0.375,0.708,0.339,0.0,0.05,2500.0,4.0
4163,729,이성우,1981-09-01,K,2009,C,29,13.0,14.0,13.0,2.0,3.0,1.0,0.0,0.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.231,0.28600000000000003,0.308,0.593,0.277,0.0,0.05,2500.0,2.0
4166,561,황우구,1976-05-03,한,2001,SS,26,101.0,240.0,200.0,18.0,39.0,9.0,1.0,1.0,53.0,20.0,3.0,1.0,27.0,5.0,0.0,35.0,6.0,5.0,3.0,0.195,0.302,0.265,0.5670000000000001,0.272,0.0,0.05,2700.0,3.0
4168,318,김문호,1987-06-22,한,2020,1B,34,18.0,52.0,46.0,6.0,10.0,1.0,0.0,2.0,17.0,5.0,0.0,0.0,5.0,1.0,0.0,11.0,1.0,0.0,0.0,0.217,0.308,0.37,0.677,0.312,0.0,0.05,5000.0,15.0
4169,4,이대호,1982-06-21,롯,2003,1B,22,54.0,173.0,152.0,8.0,37.0,6.0,0.0,4.0,55.0,13.0,0.0,2.0,13.0,6.0,0.0,37.0,3.0,2.0,0.0,0.243,0.328,0.362,0.6890000000000001,0.317,0.0,0.05,3200.0,3.0
4170,611,최정민,1989-06-02,K,2017,2B,29,8.0,9.0,9.0,1.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.333,0.333,0.444,0.778,0.34600000000000003,0.0,0.05,5500.0,6.0
4171,228,정수빈,1990-10-07,두,2016,CF,27,114.0,305.0,269.0,49.0,65.0,7.0,2.0,2.0,82.0,20.0,12.0,4.0,25.0,6.0,0.0,48.0,7.0,4.0,1.0,0.242,0.319,0.305,0.624,0.29600000000000004,0.0,0.05,28000.0,8.0
4172,664,최승환,1978-02-25,두,2010,C,33,42.0,49.0,44.0,5.0,11.0,2.0,0.0,0.0,13.0,5.0,0.0,0.0,3.0,0.0,0.0,8.0,1.0,1.0,1.0,0.25,0.292,0.295,0.5870000000000001,0.271,0.0,0.05,5700.0,11.0
4173,884,김필중,1975-05-16,현,2000,C,26,18.0,5.0,5.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.4,0.4,0.4,0.8,0.3720000000000001,0.0,0.05,1600.0,1.0
4174,140,홍세완,1978-01-16,K,2006,SS,29,66.0,243.0,214.0,14.0,44.0,6.0,0.0,1.0,53.0,17.0,0.0,0.0,19.0,4.0,0.0,34.0,9.0,4.0,2.0,0.206,0.28,0.248,0.528,0.254,0.0,0.05,9600.0,7.0
4175,885,홍명찬,1987-01-19,S,2012,3B,26,5.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,0.4,0.8,0.382,0.0,0.05,2400.0,7.0
4176,566,박헌도,1987-01-01,넥,2014,LF,28,47.0,113.0,94.0,12.0,23.0,2.0,0.0,4.0,37.0,14.0,2.0,0.0,9.0,4.0,0.0,19.0,0.0,3.0,3.0,0.245,0.327,0.394,0.721,0.317,0.0,0.05,2600.0,4.0
4178,729,이성우,1981-09-01,K,2011,C,31,15.0,9.0,9.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.333,0.333,0.333,0.667,0.318,0.0,0.05,3000.0,4.0
4180,411,김재걸,1972-09-07,삼,1997,SS,26,30.0,19.0,17.0,7.0,3.0,1.0,0.0,1.0,7.0,2.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,1.0,0.17600000000000002,0.211,0.412,0.622,0.264,0.0,0.05,4875.0,3.0
4182,888,김지성,1985-07-20,K,2017,SS,33,37.0,49.0,47.0,6.0,11.0,3.0,0.0,2.0,20.0,4.0,1.0,0.0,1.0,1.0,0.0,14.0,1.0,0.0,0.0,0.234,0.265,0.426,0.691,0.299,0.0,0.05,3800.0,6.0
4184,156,나지완,1985-05-19,K,2019,DH,35,56.0,153.0,129.0,12.0,24.0,5.0,0.0,6.0,47.0,17.0,0.0,0.0,19.0,3.0,1.0,37.0,3.0,0.0,2.0,0.18600000000000005,0.301,0.364,0.665,0.306,0.0,0.05,60000.0,12.0
4185,410,문우람,1992-03-08,넥,2015,RF,24,63.0,138.0,119.0,22.0,28.0,10.0,0.0,2.0,44.0,22.0,1.0,1.0,12.0,3.0,1.0,30.0,1.0,1.0,3.0,0.235,0.314,0.37,0.684,0.306,0.0,0.05,9000.0,4.0
4187,654,최만호,1974-03-04,롯,2009,CF,36,13.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.146,0.0,0.05,4500.0,13.0
4188,653,최영진,1988-05-10,삼,2017,3B,30,14.0,22.0,20.0,4.0,4.0,0.0,2.0,1.0,11.0,4.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.2,0.238,0.55,0.7879999999999999,0.303,0.0,0.05,3000.0,6.0
4189,142,김대익,1973-06-03,삼,2006,LF,34,107.0,269.0,239.0,18.0,58.0,6.0,1.0,2.0,72.0,23.0,1.0,1.0,17.0,4.0,0.0,31.0,4.0,6.0,3.0,0.243,0.3,0.301,0.602,0.281,0.0,0.05,10000.0,11.0
4190,752,신현철,1987-11-02,k,2016,3B,30,35.0,25.0,24.0,3.0,7.0,2.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.292,0.32,0.375,0.695,0.322,0.0,0.05,3000.0,6.0
4193,890,김동영,1985-04-02,한,2008,CF,24,4.0,5.0,4.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.382,0.0,0.04,2500.0,2.0
4194,891,김민수,1998-03-18,롯,2020,3B,23,3.0,10.0,8.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.25,0.4,0.25,0.65,0.335,0.0,0.04,3000.0,4.0
4196,592,오윤,1981-09-08,히,2008,LF,28,31.0,34.0,30.0,5.0,6.0,1.0,1.0,0.0,9.0,3.0,2.0,0.0,4.0,0.0,0.0,5.0,2.0,0.0,0.0,0.2,0.294,0.3,0.594,0.28600000000000003,0.0,0.04,2100.0,4.0
4197,500,전근표,1977-03-05,히,2008,1B,32,32.0,59.0,49.0,6.0,11.0,0.0,0.0,1.0,14.0,4.0,0.0,0.0,10.0,0.0,1.0,11.0,1.0,0.0,0.0,0.224,0.35600000000000004,0.28600000000000003,0.642,0.314,0.0,0.04,3200.0,9.0
4198,435,하주석,1994-02-25,한,2019,SS,26,5.0,20.0,19.0,3.0,5.0,2.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.263,0.263,0.368,0.632,0.273,0.0,0.04,12000.0,8.0
4199,249,박세혁,1990-01-09,두,2016,C,27,87.0,210.0,172.0,26.0,36.0,5.0,1.0,5.0,58.0,23.0,2.0,2.0,22.0,2.0,0.0,45.0,1.0,11.0,3.0,0.209,0.302,0.337,0.639,0.281,0.0,0.04,3000.0,5.0
4200,405,오선진,1989-07-07,한,2009,2B,21,79.0,191.0,175.0,20.0,46.0,9.0,1.0,2.0,63.0,14.0,3.0,2.0,8.0,1.0,0.0,43.0,7.0,7.0,0.0,0.263,0.299,0.36,0.659,0.29,0.0,0.04,2500.0,2.0
4201,833,조재호,1980-01-10,S,2012,LF,33,4.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.333,0.333,0.667,1.0,0.45,0.0,0.04,3000.0,11.0
4202,892,김재성,1996-10-30,L,2019,C,24,3.0,7.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.429,0.2,0.629,0.341,0.0,0.04,2700.0,5.0
4205,309,손인호,1975-04-03,L,2011,1B,37,23.0,51.0,47.0,6.0,12.0,2.0,0.0,2.0,20.0,9.0,0.0,0.0,2.0,0.0,0.0,7.0,1.0,1.0,1.0,0.255,0.28,0.426,0.706,0.313,0.0,0.04,4200.0,14.0
4207,389,신본기,1989-03-21,롯,2020,3B,32,81.0,123.0,106.0,18.0,23.0,1.0,0.0,2.0,30.0,12.0,1.0,0.0,14.0,1.0,0.0,22.0,3.0,1.0,1.0,0.217,0.312,0.28300000000000003,0.595,0.285,0.0,0.04,12500.0,9.0
4209,895,강현우,2001-04-13,K,2020,C,20,26.0,32.0,30.0,2.0,6.0,2.0,0.0,1.0,11.0,3.0,0.0,0.0,2.0,0.0,0.0,11.0,1.0,0.0,0.0,0.2,0.25,0.3670000000000001,0.617,0.276,0.0,0.04,2700.0,1.0
4211,567,최승준,1988-01-11,한,2020,1B,33,2.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.333,0.5,0.333,0.833,0.426,0.0,0.04,4000.0,15.0
4212,896,김준호,1984-03-03,L,2008,RF,25,29.0,46.0,45.0,6.0,12.0,1.0,1.0,1.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.267,0.267,0.4,0.667,0.298,0.0,0.04,2000.0,1.0
4213,897,김동건,1982-03-07,S,2008,3B,27,14.0,27.0,26.0,2.0,7.0,0.0,0.0,1.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.269,0.269,0.385,0.654,0.29,0.0,0.04,2200.0,8.0
4216,898,황선도,1997-08-28,삼,2016,CF,20,1.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.333,0.5,0.333,0.833,0.423,0.0,0.04,2700.0,1.0
4217,147,채태인,1982-10-11,삼,2012,1B,31,54.0,159.0,135.0,15.0,28.0,7.0,0.0,1.0,38.0,9.0,1.0,1.0,21.0,2.0,0.0,35.0,2.0,0.0,1.0,0.207,0.321,0.281,0.602,0.298,0.0,0.04,11000.0,6.0
4220,654,최만호,1974-03-04,현,1997,RF,24,87.0,255.0,223.0,33.0,53.0,11.0,0.0,3.0,73.0,16.0,10.0,5.0,16.0,5.0,2.0,65.0,1.0,9.0,2.0,0.238,0.301,0.327,0.628,0.279,0.0,0.04,2000.0,1.0
4222,595,김지영,1974-04-21,해,1998,C,25,15.0,37.0,35.0,3.0,9.0,1.0,0.0,0.0,10.0,4.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,1.0,0.0,0.257,0.278,0.28600000000000003,0.564,0.254,0.0,0.04,2400.0,5.0
4224,236,정영규,1970-11-03,해,2001,1B,32,55.0,75.0,63.0,7.0,12.0,5.0,0.0,2.0,23.0,8.0,1.0,0.0,11.0,1.0,0.0,18.0,2.0,0.0,0.0,0.0,0.32,0.0,0.0,0.32,0.0,0.04,3300.0,9.0
4225,902,김정수,1986-03-15,K,2007,1B,22,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.445,0.0,0.04,2400.0,1.0
4226,655,강명구,1980-10-25,삼,2010,2B,31,55.0,70.0,63.0,17.0,17.0,5.0,0.0,0.0,22.0,9.0,7.0,3.0,2.0,1.0,1.0,10.0,3.0,4.0,0.0,0.0,0.303,0.0,0.0,0.28,0.0,0.04,4700.0,8.0
4228,649,박용근,1984-01-21,L,2008,SS,25,93.0,180.0,157.0,20.0,31.0,5.0,1.0,1.0,41.0,5.0,9.0,4.0,14.0,4.0,0.0,31.0,5.0,5.0,0.0,0.0,0.28,0.0,0.0,0.259,0.0,0.04,2800.0,2.0
4230,389,신본기,1989-03-21,롯,2014,SS,26,63.0,130.0,113.0,20.0,26.0,6.0,1.0,4.0,46.0,13.0,1.0,1.0,5.0,4.0,0.0,25.0,0.0,6.0,2.0,0.0,0.282,0.0,0.0,0.289,0.0,0.04,5000.0,3.0
4231,905,양종민,1990-10-09,두,2018,2B,29,21.0,15.0,14.0,5.0,4.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.333,0.0,0.0,0.334,0.0,0.04,2900.0,10.0
4233,165,김주찬,1981-03-25,K,2020,1B,40,7.0,18.0,18.0,3.0,6.0,0.0,0.0,1.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.333,0.0,0.0,0.371,0.0,0.04,40000.0,21.0
