,이름,생일,시즌,연봉(만원),연차
3304,김호령,1992-04-30,2020,8500,6
3305,김웅빈,1996-02-09,2016,2700,1
3306,김웅빈,1996-02-09,2017,3000,2
3307,김웅빈,1996-02-09,2019,3000,4
3308,김웅빈,1996-02-09,2020,3000,5
3309,한나한,1980-03-04,2015,900000,1
3310,맥스웰,1983-11-06,2016,900000,1
3311,김대우,1984-07-26,2009,2000,1
3312,김대우,1984-07-26,2010,2400,2
3313,김대우,1984-07-26,2012,2400,4
3314,김대우,1984-07-26,2013,2500,5
3315,김대우,1984-07-26,2014,3500,6
3316,김대우,1984-07-26,2015,3800,7
3317,김대우,1984-07-26,2016,3800,8
3318,김대우,1984-07-26,2017,3000,9
3319,김대우,1984-07-26,2018,2900,10
3320,김대우,1984-07-26,2020,2900,12
3321,서용빈,1971-01-02,1994,,1
3322,서용빈,1971-01-02,1995,,2
3323,서용빈,1971-01-02,1996,,3
3324,서용빈,1971-01-02,1997,5500,4
3325,서용빈,1971-01-02,2000,6300,7
3326,서용빈,1971-01-02,2001,7000,8
3327,서용빈,1971-01-02,2002,7500,9
3328,서용빈,1971-01-02,2005,9000,12
3329,서용빈,1971-01-02,2006,8500,13
3330,윤재국,1975-05-05,1998,,1
3331,윤재국,1975-05-05,1999,2200,2
3332,윤재국,1975-05-05,2000,3300,3
3333,윤재국,1975-05-05,2001,4300,4
3334,윤재국,1975-05-05,2002,4300,5
3335,윤재국,1975-05-05,2003,5000,6
3336,윤재국,1975-05-05,2004,5000,7
3337,윤재국,1975-05-05,2007,5200,10
3338,윤재국,1975-05-05,2008,5500,11
3339,윤재국,1975-05-05,2009,5500,12
3340,류지혁,1994-01-13,2012,,1
3341,류지혁,1994-01-13,2015,3000,4
3342,류지혁,1994-01-13,2016,3000,5
3343,류지혁,1994-01-13,2017,5700,6
3344,류지혁,1994-01-13,2018,9500,7
3345,류지혁,1994-01-13,2019,9500,8
3346,류지혁,1994-01-13,2020,9500,9
3347,이상호,1989-02-05,2013,,1
3348,이상호,1989-02-05,2014,4000,2
3349,이상호,1989-02-05,2016,4000,4
3350,이상호,1989-02-05,2017,4800,5
3351,이상호,1989-02-05,2018,7500,6
3352,이상호,1989-02-05,2019,7500,7
3353,이상호,1989-02-05,2020,10000,8
3354,박계현,1992-03-08,2014,2900,1
3355,박계현,1992-03-08,2015,6000,2
3356,스캇,1978-06-25,2014,900000,1
3357,강로한,1992-05-13,2015,,1
3358,강로한,1992-05-13,2019,,5
3359,강로한,1992-05-13,2020,5300,6
3360,전민수,1989-03-18,2008,,1
3361,전민수,1989-03-18,2009,,2
3362,전민수,1989-03-18,2016,2700,9
3363,전민수,1989-03-18,2017,5000,10
3364,전민수,1989-03-18,2018,5100,11
3365,전민수,1989-03-18,2019,5100,12
3366,전민수,1989-03-18,2020,5000,13
3367,백용환,1989-03-20,2013,2500,1
3368,백용환,1989-03-20,2014,2900,2
3369,백용환,1989-03-20,2015,6000,3
3370,백용환,1989-03-20,2016,6000,4
3371,백용환,1989-03-20,2017,5500,5
3372,백용환,1989-03-20,2018,5300,6
3373,백용환,1989-03-20,2019,5300,7
3374,백용환,1989-03-20,2020,4000,8
3375,김일경,1978-07-01,1999,1800,1
3376,김일경,1978-07-01,2000,2000,2
3377,김일경,1978-07-01,2001,2000,3
3378,김일경,1978-07-01,2002,2000,4
3379,김일경,1978-07-01,2003,2500,5
3380,김일경,1978-07-01,2004,3400,6
3381,김일경,1978-07-01,2005,4300,7
3382,김일경,1978-07-01,2007,3200,9
3383,김일경,1978-07-01,2008,4000,10
3384,김일경,1978-07-01,2009,5300,11
3385,김일경,1978-07-01,2010,5300,12
3386,김일경,1978-07-01,2011,8000,13
3387,김일경,1978-07-01,2012,7000,14
3388,오윤,1981-09-08,2005,2000,1
3389,오윤,1981-09-08,2007,2100,3
3390,오윤,1981-09-08,2008,2100,4
3391,오윤,1981-09-08,2009,2500,5
3392,오윤,1981-09-08,2010,2500,6
3393,오윤,1981-09-08,2011,2900,7
3394,오윤,1981-09-08,2012,4000,8
3395,오윤,1981-09-08,2013,5800,9
3396,오윤,1981-09-08,2014,7300,10
3397,정진호,1988-10-02,2011,,1
3398,정진호,1988-10-02,2012,2600,2
3399,정진호,1988-10-02,2015,5200,5
3400,정진호,1988-10-02,2016,5200,6
3401,정진호,1988-10-02,2017,4700,7
3402,정진호,1988-10-02,2018,8500,8
3403,정진호,1988-10-02,2019,8500,9
3404,정진호,1988-10-02,2020,11300,10
3405,송산,1982-07-02,2005,,1
3406,송산,1982-07-02,2006,3000,2
3407,송산,1982-07-02,2007,2700,3
3408,송산,1982-07-02,2008,3000,4
3409,송산,1982-07-02,2012,3000,8
3410,김연훈,1984-12-23,2007,,1
3411,김연훈,1984-12-23,2008,,2
3412,김연훈,1984-12-23,2009,2500,3
3413,김연훈,1984-12-23,2010,5000,4
3414,김연훈,1984-12-23,2011,7000,5
3415,김연훈,1984-12-23,2015,7000,9
3416,김연훈,1984-12-23,2016,4700,10
3417,김연훈,1984-12-23,2017,900000,11
3418,임주택,1968-09-25,1991,,1
3419,임주택,1968-09-25,1992,,2
3420,임주택,1968-09-25,1993,,3
3421,임주택,1968-09-25,1994,,4
3422,임주택,1968-09-25,1995,,5
3423,임주택,1968-09-25,1996,,6
3424,임주택,1968-09-25,1997,2900,7
3425,임주택,1968-09-25,1998,2700,8
3426,임주택,1968-09-25,1999,2800,9
3427,임주택,1968-09-25,2000,4000,10
3428,임주택,1968-09-25,2001,4500,11
3429,임주택,1968-09-25,2002,4500,12
3430,김태군,1989-12-30,2008,,1
3431,김태군,1989-12-30,2009,2300,2
3432,김태군,1989-12-30,2010,3300,3
3433,김태군,1989-12-30,2011,4000,4
3434,김태군,1989-12-30,2012,3500,5
3435,김태군,1989-12-30,2013,5500,6
3436,김태군,1989-12-30,2014,8000,7
3437,김태군,1989-12-30,2015,21000,8
3438,김태군,1989-12-30,2016,21000,9
3439,김태군,1989-12-30,2017,21000,10
3440,김태군,1989-12-30,2019,21000,12
3441,김태군,1989-12-30,2020,20000,13
3442,황진수,1989-02-15,2012,2400,1
3443,황진수,1989-02-15,2013,2700,2
3444,황진수,1989-02-15,2014,2500,3
3445,황진수,1989-02-15,2015,2800,4
3446,황진수,1989-02-15,2016,2800,5
3447,황진수,1989-02-15,2017,2800,6
3448,황진수,1989-02-15,2018,6200,7
3449,황진수,1989-02-15,2019,900000,8
3450,김민하,1989-02-25,2011,,1
3451,김민하,1989-02-25,2014,2400,4
3452,김민하,1989-02-25,2015,4000,5
3453,김민하,1989-02-25,2016,4000,6
3454,김민하,1989-02-25,2018,3200,8
3455,김민하,1989-02-25,2019,3200,9
3456,김민하,1989-02-25,2020,4500,10
3457,최정민,1989-06-02,2012,,1
3458,최정민,1989-06-02,2015,3000,4
3459,최정민,1989-06-02,2016,3000,5
3460,최정민,1989-06-02,2017,5500,6
3461,최정민,1989-06-02,2018,5500,7
3462,최정민,1989-06-02,2019,5500,8
3463,최정민,1989-06-02,2020,3500,9
3464,장진혁,1993-09-30,2018,2800,1
3465,장진혁,1993-09-30,2019,2800,2
3466,장진혁,1993-09-30,2020,5800,3
3467,김형준,1999-11-02,2018,2700,1
3468,김형준,1999-11-02,2019,2700,2
3469,김형준,1999-11-02,2020,5000,3
3470,최익성,1972-02-11,1994,,1
3471,최익성,1972-02-11,1995,,2
3472,최익성,1972-02-11,1996,,3
3473,최익성,1972-02-11,1997,3000,4
3474,최익성,1972-02-11,1998,5000,5
3475,최익성,1972-02-11,1999,5500,6
3476,최익성,1972-02-11,2000,6000,7
3477,최익성,1972-02-11,2001,6000,8
3478,최익성,1972-02-11,2002,6000,9
3479,최익성,1972-02-11,2003,6000,10
3480,최익성,1972-02-11,2004,6000,11
3481,최익성,1972-02-11,2005,5000,12
3482,이정식,1981-11-02,2004,,1
3483,이정식,1981-11-02,2005,2600,2
3484,이정식,1981-11-02,2006,3500,3
3485,이정식,1981-11-02,2007,5000,4
3486,이정식,1981-11-02,2010,5700,7
3487,이정식,1981-11-02,2011,7000,8
3488,이정식,1981-11-02,2012,6000,9
3489,이정식,1981-11-02,2013,5500,10
3490,이정식,1981-11-02,2014,5500,11
3491,이정식,1981-11-02,2015,4500,12
3492,이정식,1981-11-02,2016,900000,13
3493,우동균,1989-12-03,2008,,1
3494,우동균,1989-12-03,2009,3000,2
3495,우동균,1989-12-03,2012,3800,5
3496,우동균,1989-12-03,2013,4000,6
3497,우동균,1989-12-03,2014,5500,7
3498,우동균,1989-12-03,2015,5500,8
3499,우동균,1989-12-03,2016,5500,9
3500,우동균,1989-12-03,2017,5500,10
3501,김재율,1989-01-14,2011,,1
3502,김재율,1989-01-14,2012,,2
3503,김재율,1989-01-14,2015,2900,5
3504,김재율,1989-01-14,2017,2900,7
3505,김재율,1989-01-14,2018,6800,8
3506,김재율,1989-01-14,2019,900000,9
3507,바에르가,1968-11-04,2001,,1
3508,김승관,1976-03-05,1995,,1
3509,김승관,1976-03-05,1996,,2
3510,김승관,1976-03-05,1997,2000,3
3511,김승관,1976-03-05,1998,2100,4
3512,김승관,1976-03-05,1999,2100,5
3513,김승관,1976-03-05,2001,1900,7
3514,김승관,1976-03-05,2002,2000,8
3515,김승관,1976-03-05,2003,2100,9
3516,김승관,1976-03-05,2004,2100,10
3517,김승관,1976-03-05,2005,2600,11
3518,김승관,1976-03-05,2006,2600,12
3519,김승관,1976-03-05,2007,3500,13
3520,유재웅,1979-05-20,2002,,1
3521,유재웅,1979-05-20,2004,2000,3
3522,유재웅,1979-05-20,2007,3200,6
3523,유재웅,1979-05-20,2008,2800,7
3524,유재웅,1979-05-20,2009,4400,8
3525,유재웅,1979-05-20,2010,5000,9
3526,유재웅,1979-05-20,2011,4800,10
3527,유재웅,1979-05-20,2012,4800,11
3528,지성준,1994-04-10,2015,2700,1
3529,지성준,1994-04-10,2016,2700,2
3530,지성준,1994-04-10,2018,2800,4
3531,지성준,1994-04-10,2019,2800,5
3532,지성준,1994-04-10,2020,5700,6
3533,스몰린스키,1989-02-09,2019,900000,1
3534,양성우,1989-05-02,2012,,1
3535,양성우,1989-05-02,2013,2800,2
3536,양성우,1989-05-02,2016,2800,5
3537,양성우,1989-05-02,2017,8000,6
3538,양성우,1989-05-02,2018,10000,7
3539,양성우,1989-05-02,2019,10000,8
3540,양성우,1989-05-02,2020,7000,9
3541,쿨바,1972-06-05,2003,,1
3542,허도환,1984-07-31,2007,,1
3543,허도환,1984-07-31,2011,,5
3544,허도환,1984-07-31,2012,4200,6
3545,허도환,1984-07-31,2013,5700,7
3546,허도환,1984-07-31,2014,8700,8
3547,허도환,1984-07-31,2015,7500,9
3548,허도환,1984-07-31,2016,7500,10
3549,허도환,1984-07-31,2017,7800,11
3550,허도환,1984-07-31,2018,6800,12
3551,허도환,1984-07-31,2019,6800,13
3552,허도환,1984-07-31,2020,6500,14
3553,정범모,1987-03-26,2006,,1
3554,정범모,1987-03-26,2007,2200,2
3555,정범모,1987-03-26,2008,2400,3
3556,정범모,1987-03-26,2012,2600,7
3557,정범모,1987-03-26,2013,4100,8
3558,정범모,1987-03-26,2014,5300,9
3559,정범모,1987-03-26,2015,6000,10
3560,정범모,1987-03-26,2016,6000,11
3561,정범모,1987-03-26,2017,5500,12
3562,정범모,1987-03-26,2018,5500,13
3563,정범모,1987-03-26,2019,5500,14
3564,유재신,1987-11-21,2008,2000,1
3565,유재신,1987-11-21,2009,2400,2
3566,유재신,1987-11-21,2012,2400,5
3567,유재신,1987-11-21,2013,3200,6
3568,유재신,1987-11-21,2014,4200,7
3569,유재신,1987-11-21,2015,6000,8
3570,유재신,1987-11-21,2016,6000,9
3571,유재신,1987-11-21,2017,6000,10
3572,유재신,1987-11-21,2018,6500,11
3573,유재신,1987-11-21,2019,6500,12
3574,김상호,1989-05-10,2012,,1
3575,김상호,1989-05-10,2013,,2
3576,김상호,1989-05-10,2016,2800,5
3577,김상호,1989-05-10,2017,6000,6
3578,차화준,1986-03-20,2005,,1
3579,차화준,1986-03-20,2006,2000,2
3580,차화준,1986-03-20,2007,2500,3
3581,차화준,1986-03-20,2008,2500,4
3582,차화준,1986-03-20,2012,2500,8
3583,차화준,1986-03-20,2013,2800,9
3584,한규식,1976-09-14,1999,,1
3585,한규식,1976-09-14,2000,1800,2
3586,한규식,1976-09-14,2001,1800,3
3587,한규식,1976-09-14,2004,2000,6
3588,한규식,1976-09-14,2005,3000,7
3589,한규식,1976-09-14,2006,5000,8
3590,한규식,1976-09-14,2007,4500,9
3591,김지훈,1973-09-02,1999,2100,1
3592,김지훈,1973-09-02,2001,2100,3
3593,김지훈,1973-09-02,2002,2300,4
3594,김지훈,1973-09-02,2003,3000,5
3595,김지훈,1973-09-02,2004,3400,6
3596,국해성,1989-10-08,2012,2400,1
3597,국해성,1989-10-08,2015,3000,4
3598,국해성,1989-10-08,2016,3000,5
3599,국해성,1989-10-08,2017,5000,6
3600,국해성,1989-10-08,2018,5000,7
3601,국해성,1989-10-08,2019,5000,8
3602,국해성,1989-10-08,2020,4500,9
3603,강태율,1996-11-01,2017,,1
3604,강태율,1996-11-01,2020,,4
3605,손용석,1987-04-13,2006,,1
3606,손용석,1987-04-13,2007,2100,2
3607,손용석,1987-04-13,2011,2400,6
3608,손용석,1987-04-13,2012,3200,7
3609,손용석,1987-04-13,2013,3600,8
3610,손용석,1987-04-13,2014,2700,9
3611,손용석,1987-04-13,2015,3400,10
3612,손용석,1987-04-13,2016,3400,11
3613,현재윤,1979-07-08,2002,,1
3614,현재윤,1979-07-08,2003,2400,2
3615,현재윤,1979-07-08,2004,3000,3
3616,현재윤,1979-07-08,2007,3000,6
3617,현재윤,1979-07-08,2008,6000,7
3618,현재윤,1979-07-08,2009,7500,8
3619,현재윤,1979-07-08,2010,10250,9
3620,현재윤,1979-07-08,2011,9000,10
3621,현재윤,1979-07-08,2013,7800,12
3622,현재윤,1979-07-08,2014,900000,13
3623,이흥련,1989-05-16,2014,2500,1
3624,이흥련,1989-05-16,2015,7500,2
3625,이흥련,1989-05-16,2016,7500,3
3626,이흥련,1989-05-16,2018,7500,5
3627,이흥련,1989-05-16,2019,7500,6
3628,이흥련,1989-05-16,2020,7500,7
3629,김민호,1969-03-19,1993,,1
3630,김민호,1969-03-19,1994,,2
3631,김민호,1969-03-19,1995,,3
3632,김민호,1969-03-19,1996,,4
3633,김민호,1969-03-19,1997,6200,5
3634,김민호,1969-03-19,1998,7200,6
3635,김민호,1969-03-19,1999,6900,7
3636,김민호,1969-03-19,2000,9000,8
3637,김민호,1969-03-19,2001,9500,9
3638,김민호,1969-03-19,2002,9000,10
3639,김민호,1969-03-19,2003,7000,11
3640,박승욱,1992-12-04,2012,,1
3641,박승욱,1992-12-04,2013,2400,2
3642,박승욱,1992-12-04,2016,2700,5
3643,박승욱,1992-12-04,2017,3500,6
3644,박승욱,1992-12-04,2018,4500,7
3645,박승욱,1992-12-04,2019,4500,8
3646,박승욱,1992-12-04,2020,8000,9
3647,송원국,1979-10-26,2001,1800,1
3648,송원국,1979-10-26,2002,2800,2
3649,김민철,1982-03-14,2001,,1
3650,김민철,1982-03-14,2002,2000,2
3651,김민철,1982-03-14,2003,2400,3
3652,김민철,1982-03-14,2004,2300,4
3653,김민철,1982-03-14,2005,2300,5
3654,김민철,1982-03-14,2006,3300,6
3655,박용근,1984-01-21,2007,,1
3656,박용근,1984-01-21,2008,2800,2
3657,박용근,1984-01-21,2009,3500,3
3658,박용근,1984-01-21,2010,4500,4
3659,박용근,1984-01-21,2014,4000,8
3660,박용근,1984-01-21,2015,4000,9
3661,박용근,1984-01-21,2016,4000,10
3662,이종환,1986-05-08,2010,,1
3663,이종환,1986-05-08,2012,,3
3664,이종환,1986-05-08,2013,3000,4
3665,이종환,1986-05-08,2014,3600,5
3666,이종환,1986-05-08,2015,3600,6
3667,이종환,1986-05-08,2016,6200,7
3668,이종환,1986-05-08,2017,900000,8
3669,이여상,1984-02-01,2007,,1
3670,이여상,1984-02-01,2008,,2
3671,이여상,1984-02-01,2009,3200,3
3672,이여상,1984-02-01,2010,3500,4
3673,이여상,1984-02-01,2011,3000,5
3674,이여상,1984-02-01,2012,5000,6
3675,이여상,1984-02-01,2013,5000,7
3676,이여상,1984-02-01,2015,3600,9
3677,이여상,1984-02-01,2016,3600,10
3678,허문회,1972-02-12,1994,,1
3679,허문회,1972-02-12,1995,,2
3680,허문회,1972-02-12,1996,,3
3681,허문회,1972-02-12,1997,3200,4
3682,허문회,1972-02-12,1998,3500,5
3683,허문회,1972-02-12,1999,4000,6
3684,허문회,1972-02-12,2000,5000,7
3685,허문회,1972-02-12,2001,5000,8
3686,허문회,1972-02-12,2002,4600,9
3687,허문회,1972-02-12,2003,4600,10
3688,최영진,1988-05-10,2012,,1
3689,최영진,1988-05-10,2013,3300,2
3690,최영진,1988-05-10,2014,3500,3
3691,최영진,1988-05-10,2015,3000,4
3692,최영진,1988-05-10,2017,3000,6
3693,최영진,1988-05-10,2018,3300,7
3694,최영진,1988-05-10,2019,3300,8
3695,최영진,1988-05-10,2020,8000,9
3696,최만호,1974-03-04,1997,2000,1
3697,최만호,1974-03-04,1998,2200,2
3698,최만호,1974-03-04,1999,2200,3
3699,최만호,1974-03-04,2000,2200,4
3700,최만호,1974-03-04,2001,2200,5
3701,최만호,1974-03-04,2002,2600,6
3702,최만호,1974-03-04,2003,4400,7
3703,최만호,1974-03-04,2004,5000,8
3704,최만호,1974-03-04,2006,5500,10
3705,최만호,1974-03-04,2007,5500,11
3706,최만호,1974-03-04,2008,5200,12
3707,최만호,1974-03-04,2009,4500,13
3708,강명구,1980-10-25,2003,,1
3709,강명구,1980-10-25,2004,2000,2
3710,강명구,1980-10-25,2005,2500,3
3711,강명구,1980-10-25,2006,3800,4
3712,강명구,1980-10-25,2007,4500,5
3713,강명구,1980-10-25,2010,4700,8
3714,강명구,1980-10-25,2011,5300,9
3715,강명구,1980-10-25,2012,6000,10
3716,강명구,1980-10-25,2013,6000,11
3717,강명구,1980-10-25,2014,900000,12
3718,김재걸,1972-09-07,1995,,1
3719,김재걸,1972-09-07,1996,,2
3720,김재걸,1972-09-07,1997,4875,3
3721,김재걸,1972-09-07,1998,3800,4
3722,김재걸,1972-09-07,2001,3600,7
3723,김재걸,1972-09-07,2002,4500,8
3724,김재걸,1972-09-07,2003,5500,9
3725,김재걸,1972-09-07,2004,6500,10
3726,김재걸,1972-09-07,2005,6500,11
3727,김재걸,1972-09-07,2006,11000,12
3728,김재걸,1972-09-07,2007,15000,13
3729,김재걸,1972-09-07,2008,15000,14
3730,김재걸,1972-09-07,2009,13000,15
3731,김동한,1988-06-24,2012,2400,1
3732,김동한,1988-06-24,2013,2500,2
3733,김동한,1988-06-24,2016,2500,5
3734,김동한,1988-06-24,2017,3800,6
3735,김동한,1988-06-24,2018,6300,7
3736,김동한,1988-06-24,2019,6300,8
3737,김동한,1988-06-24,2020,4500,9
3738,한승택,1994-06-21,2013,,1
3739,한승택,1994-06-21,2016,2700,4
3740,한승택,1994-06-21,2017,3100,5
3741,한승택,1994-06-21,2018,7500,6
3742,한승택,1994-06-21,2019,7500,7
3743,한승택,1994-06-21,2020,8000,8
3744,이상훈,1987-05-04,2010,,1
3745,이상훈,1987-05-04,2012,2600,3
3746,이상훈,1987-05-04,2013,2600,4
3747,이상훈,1987-05-04,2014,4000,5
3748,이상훈,1987-05-04,2015,3500,6
3749,이상훈,1987-05-04,2016,3500,7
3750,안중열,1995-09-01,2015,,1
3751,안중열,1995-09-01,2016,4000,2
3752,안중열,1995-09-01,2018,2800,4
3753,안중열,1995-09-01,2019,900000,5
3754,베탄코트,1991-09-02,2019,900000,1
3755,유선정,1986-08-21,2007,2000,1
3756,유선정,1986-08-21,2008,2000,2
3757,유선정,1986-08-21,2009,2200,3
3758,유선정,1986-08-21,2010,2200,4
3759,유선정,1986-08-21,2011,3600,5
3760,유선정,1986-08-21,2015,3600,9
3761,김태진,1995-10-07,2015,3000,1
3762,김태진,1995-10-07,2016,3000,2
3763,김태진,1995-10-07,2018,3000,4
3764,김태진,1995-10-07,2019,3000,5
3765,김태진,1995-10-07,2020,3000,6
3766,최승환,1978-02-25,2000,,1
3767,최승환,1978-02-25,2004,2200,5
3768,최승환,1978-02-25,2005,2400,6
3769,최승환,1978-02-25,2006,2800,7
3770,최승환,1978-02-25,2007,3100,8
3771,최승환,1978-02-25,2008,3100,9
3772,최승환,1978-02-25,2009,4200,10
3773,최승환,1978-02-25,2010,5700,11
3774,최승환,1978-02-25,2011,5100,12
3775,최승환,1978-02-25,2012,5300,13
3776,최승환,1978-02-25,2013,5000,14
3777,이유찬,1998-08-05,2018,,1
3778,이유찬,1998-08-05,2019,,2
3779,이유찬,1998-08-05,2020,3200,3
3780,김원석,1989-10-29,2016,3000,1
3781,김원석,1989-10-29,2017,900000,2
3782,이원재,1989-05-20,2017,,1
3783,이원재,1989-05-20,2018,2700,2
3784,이원재,1989-05-20,2019,2700,3
3785,이원재,1989-05-20,2020,7100,4
3786,윌리엄슨,1990-07-15,2019,900000,1
3787,황대인,1996-02-10,2015,3000,1
3788,황대인,1996-02-10,2016,3000,2
3789,황대인,1996-02-10,2019,3000,5
3790,황대인,1996-02-10,2020,3000,6
3791,박노민,1985-08-18,2004,,1
3792,박노민,1985-08-18,2005,2300,2
3793,박노민,1985-08-18,2009,2500,6
3794,박노민,1985-08-18,2010,3000,7
3795,박노민,1985-08-18,2011,3100,8
3796,박노민,1985-08-18,2012,3500,9
3797,박노민,1985-08-18,2013,3500,10
3798,박노민,1985-08-18,2014,3500,11
3799,박노민,1985-08-18,2015,4000,12
3800,박노민,1985-08-18,2016,900000,13
3801,김호,1967-05-03,1991,,1
3802,김호,1967-05-03,1992,,2
3803,김호,1967-05-03,1993,,3
3804,김호,1967-05-03,1995,,5
3805,김호,1967-05-03,1996,,6
3806,김호,1967-05-03,1997,5600,7
3807,김호,1967-05-03,1998,5600,8
3808,김호,1967-05-03,1999,5600,9
3809,김호,1967-05-03,2000,5600,10
3810,김호,1967-05-03,2001,3600,11
3811,김호,1967-05-03,2002,4600,12
3812,윤정우,1988-05-12,2011,,1
3813,윤정우,1988-05-12,2012,2600,2
3814,윤정우,1988-05-12,2016,2900,6
3815,윤정우,1988-05-12,2018,3000,8
3816,김동은,1990-11-13,2015,,1
3817,러셀,1994-01-23,2020,,1
3818,한성구,1988-09-14,2012,,1
3819,강혁,1974-08-25,1999,2000,1
3820,강혁,1974-08-25,2000,2000,2
3821,강혁,1974-08-25,2001,3800,3
3822,강혁,1974-08-25,2002,4200,4
3823,강혁,1974-08-25,2003,3800,5
3824,강혁,1974-08-25,2004,6000,6
3825,강혁,1974-08-25,2007,5700,9
3826,안태영,1985-03-15,2013,2400,1
3827,안태영,1985-03-15,2014,3000,2
3828,김재구,1978-05-31,2002,,1
3829,김재구,1978-05-31,2006,2500,5
